year,inegi_code,state,mode,type,subtype,January,February,March,April,May,June,July,August,September,October,November,December
2001,30,VERACRUZ,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2001,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,1,0,0,1,0,0,1,0,1,0,0
2001,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,1,2,1,0,0,0,1,0,1
2001,31,YUCATAN,HOMICIDIOS,DOLOSOS,OTROS,0,3,0,0,0,1,1,0,0,0,0,1
2001,31,YUCATAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2001,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,4,2,1,8,5,6,2,2,4,2,3,1
2001,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,0,2,2,2,0,1,0,0,0,1,0
2001,32,ZACATECAS,HOMICIDIOS,DOLOSOS,OTROS,4,10,2,1,3,2,2,2,4,2,3,10
2001,32,ZACATECAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,2,0,1,1,2,1,0,0,1,0,0
2002,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,1,1,0,0,2,1,0,2,2
2002,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,OTROS,1,0,0,1,0,0,2,0,0,1,3,0
2002,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2002,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2002,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2002,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,SIN DATOS,47,41,40,36,35,38,55,28,27,47,28,44
2002,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,2,2,0,0,0
2002,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,1,2,0,0,0,1
2002,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,1,0,0,0,0,0,0,0,0
2002,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,SIN DATOS,4,2,1,2,1,2,0,0,2,2,0,3
2002,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,3,0,0,1,2,0,1,2,0,2,1,0
2002,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,0,0,4,5,1,4,2,2,3,1,0
2002,4,CAMPECHE,HOMICIDIOS,DOLOSOS,OTROS,3,0,1,1,3,1,2,2,0,0,1,2
2002,4,CAMPECHE,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,4,5,3,6,7,8,0,12,2,4,7,5
2002,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,4,5,0,3,1,3,6,3,1,1
2002,5,COAHUILA,HOMICIDIOS,DOLOSOS,OTROS,2,7,9,1,3,3,4,5,1,1,3,2
2002,5,COAHUILA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,0,2,0,0,0,3,1,0,3,2,3
2002,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,1,1,4,2,2,3,2,0,0,0,0
2002,6,COLIMA,HOMICIDIOS,DOLOSOS,OTROS,0,2,1,1,1,1,2,1,0,2,1,1
2002,6,COLIMA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,17,17,13,16,10,8,11,13,12,12,14,21
2002,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,11,9,5,6,13,17,15,14,10,9,8,12
2002,7,CHIAPAS,HOMICIDIOS,DOLOSOS,OTROS,68,52,72,68,71,84,94,61,46,57,42,48
2002,7,CHIAPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,10,15,14,13,15,21,12,23,11,7,8,18
2002,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,4,6,7,9,12,4,11,10,7,7,3
2002,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,OTROS,24,23,17,13,11,11,18,18,9,22,17,6
2002,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,SIN DATOS,16,7,12,7,7,6,6,5,5,7,7,5
2002,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,37,33,52,36,36,34,29,41,36,26,39,25
2002,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,13,8,15,10,17,4,5,6,12,13,6,17
2002,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,OTROS,14,13,13,15,24,15,16,12,20,17,20,19
2002,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,3,0,0,0,0,0,2,0,0,1,0,0
2002,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,15,2,4,2,3,9,7,4,6,5,5,9
2002,10,DURANGO,HOMICIDIOS,DOLOSOS,OTROS,0,1,9,5,4,22,42,7,3,4,31,0
2002,10,DURANGO,HOMICIDIOS,DOLOSOS,SIN DATOS,5,5,0,0,0,2,4,4,3,1,2,1
2002,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,8,8,10,6,6,7,6,5,11,7,13,13
2002,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,6,5,5,7,3,5,2,2,0,1,4,4
2002,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,OTROS,4,6,5,8,5,4,4,5,5,7,6,5
2002,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,5,8,4,2,8,8,4,6,10,7,4,7
2002,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,29,35,42,38,48,38,32,29,45,24,41,22
2002,12,GUERRERO,HOMICIDIOS,DOLOSOS,OTROS,18,21,14,23,28,19,11,18,20,14,25,21
2002,12,GUERRERO,HOMICIDIOS,DOLOSOS,SIN DATOS,31,30,29,19,25,30,36,34,11,13,21,28
2002,13,HIDALGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,5,3,5,4,6,8,1,7,3,3,4,1
2002,13,HIDALGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,4,1,1,1,1,1,2,2,2,0,2
2002,13,HIDALGO,HOMICIDIOS,DOLOSOS,OTROS,4,3,3,6,2,3,1,5,10,5,11,5
2002,13,HIDALGO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,14,JALISCO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2002,14,JALISCO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2002,14,JALISCO,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2002,14,JALISCO,HOMICIDIOS,DOLOSOS,SIN DATOS,33,38,41,46,36,36,26,35,36,33,30,41
2002,15,MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2002,15,MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2002,15,MEXICO,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2002,15,MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,224,220,231,254,226,209,249,259,264,244,216,274
2002,16,MICHOACAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,28,28,29,25,18,15,25,18,13,22,20,40
2002,16,MICHOACAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,8,6,5,5,5,4,4,3,3,9,3
2002,16,MICHOACAN,HOMICIDIOS,DOLOSOS,OTROS,6,13,5,5,2,7,7,7,5,16,5,7
2002,16,MICHOACAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,17,MORELOS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,5,5,6,9,2,3,6,6,5,6,8,1
2002,17,MORELOS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,1,0,4,1,1,0,2,1,0,1,0
2002,17,MORELOS,HOMICIDIOS,DOLOSOS,OTROS,3,7,9,9,6,15,22,25,17,10,17,12
2002,17,MORELOS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,18,NAYARIT,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,4,5,10,5,5,5,6,6,3,11,7
2002,18,NAYARIT,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,1,2,1,1,3,3,1,0,1,0,2
2002,18,NAYARIT,HOMICIDIOS,DOLOSOS,OTROS,0,2,0,1,2,2,1,1,1,1,1,0
2002,18,NAYARIT,HOMICIDIOS,DOLOSOS,SIN DATOS,5,3,1,0,3,2,2,1,2,3,0,0
2002,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,3,1,9,8,3,6,1,18,4,1,2,2
2002,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,3,4,1,2,4,2,5,5,2,1,1
2002,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,OTROS,2,2,2,4,9,2,3,2,2,2,1,3
2002,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,20,OAXACA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2002,20,OAXACA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2002,20,OAXACA,HOMICIDIOS,DOLOSOS,OTROS,137,141,118,137,155,78,101,108,98,122,107,125
2002,20,OAXACA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,21,PUEBLA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,15,26,11,21,19,13,15,28,19,17,23,23
2002,21,PUEBLA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,9,9,5,10,5,9,8,16,4,5,4,3
2002,21,PUEBLA,HOMICIDIOS,DOLOSOS,OTROS,13,3,26,8,15,17,13,4,12,15,11,9
2002,21,PUEBLA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,22,QUERETARO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,1,2,0,1,0,0,0,1,2,2,2
2002,22,QUERETARO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,0,0,0,0,1,0,0,0,0,2,1
2002,22,QUERETARO,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,1,0
2002,22,QUERETARO,HOMICIDIOS,DOLOSOS,SIN DATOS,8,5,7,3,3,4,5,1,3,2,3,10
2002,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,1,0,2,4,1,0,2,4,0,1,2
2002,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,5,0,1,1,0,5,2,1,1,0,1,3
2002,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,OTROS,12,14,10,14,21,10,4,4,9,7,7,5
2002,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,SIN DATOS,7,9,9,5,2,1,0,1,0,1,1,2
2002,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,10,5,5,9,10,7,2,9,1,5,4,6
2002,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,1,2,2,4,2,3,1,3,0,3,0
2002,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2002,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,SIN DATOS,28,5,8,17,19,27,5,9,6,5,5,10
2002,25,SINALOA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,47,37,34,43,51,25,20,23,27,25,35,20
2002,25,SINALOA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,6,7,0,1,3,1,4,4,0,3,2,4
2002,25,SINALOA,HOMICIDIOS,DOLOSOS,OTROS,4,7,3,2,6,4,4,5,1,2,1,1
2002,25,SINALOA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,1,3,1,0,3,5,4,2,2,2,0
2002,26,SONORA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,3,8,11,1,9,3,6,10,6,3,8,5
2002,26,SONORA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,5,2,2,2,3,8,3,0,6,4,8,1
2002,26,SONORA,HOMICIDIOS,DOLOSOS,OTROS,6,3,1,5,0,6,3,5,8,3,2,6
2002,26,SONORA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,27,TABASCO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2002,27,TABASCO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2002,27,TABASCO,HOMICIDIOS,DOLOSOS,OTROS,7,10,10,17,10,9,7,11,15,16,21,8
2002,27,TABASCO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,5,5,15,7,9,4,8,7,7,7,9,8
2002,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,2,0,4,7,4,6,5,2,0,3
2002,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,OTROS,3,5,2,6,4,10,7,7,5,4,2,5
2002,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,29,TLAXCALA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,0,1,1,1,0,0,2,0,0,3,0
2002,29,TLAXCALA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,1,0,1,0,0
2002,29,TLAXCALA,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2002,29,TLAXCALA,HOMICIDIOS,DOLOSOS,SIN DATOS,23,23,21,25,28,28,22,20,21,23,31,33
2002,30,VERACRUZ,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,14,9,9,11,14,6,11,9,10,9,10,11
2002,30,VERACRUZ,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,11,12,20,7,10,9,11,21,19,17,17,13
2002,30,VERACRUZ,HOMICIDIOS,DOLOSOS,OTROS,11,12,11,14,10,7,21,13,17,11,14,19
2002,30,VERACRUZ,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,7,1,0,0,0,1,0,2,3,0,1,0
2002,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,0,1,1,0,1,1,2,0,0,0,1
2002,31,YUCATAN,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,2,0,1,2,0,1,0,0,1
2002,31,YUCATAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2002,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,3,3,1,2,1,0,2,1,3,6,5,2
2002,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,0,4,4,2,1,2,2,2,1,0,0
2002,32,ZACATECAS,HOMICIDIOS,DOLOSOS,OTROS,5,3,6,7,5,5,5,5,3,4,5,3
2002,32,ZACATECAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2003,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,1,0,0,2,1,0,0,0,0,1
2003,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,1,0,2,1,1,0,1,0,2,0,3
2003,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,OTROS,1,0,0,1,1,1,0,0,0,0,0,1
2003,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2003,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2003,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2003,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2003,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,SIN DATOS,48,42,42,36,41,25,41,44,44,49,35,32
2003,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,1,0,0,0,0,0,1
2003,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,1,0,1,0,2,1,2,0,2
2003,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2003,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,SIN DATOS,0,2,1,0,1,0,1,1,3,1,2,1
2003,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,5,1,0,1,1,0,0,2,3,2,1
2003,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,3,3,1,1,1,2,0,0,0,0,6,2
2003,4,CAMPECHE,HOMICIDIOS,DOLOSOS,OTROS,1,0,1,1,1,1,0,4,1,3,6,1
2003,4,CAMPECHE,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2003,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,3,0,3,3,6,5,3,4,1,4,4,8
2003,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,3,4,2,1,3,1,3,0,1,2,4,2
2003,5,COAHUILA,HOMICIDIOS,DOLOSOS,OTROS,1,2,5,4,3,1,7,6,6,4,5,2
2003,5,COAHUILA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2003,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,1,1,0,1,1,1,1,1,0
2003,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,2,3,0,5,1,0,2,1,1,1,1
2003,6,COLIMA,HOMICIDIOS,DOLOSOS,OTROS,0,1,0,2,2,1,0,0,1,0,1,0
2003,6,COLIMA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,22,8,19,12,10,10,12,18,15,11,14,16
2003,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,9,6,12,19,10,13,14,4,5,10,13,13
2003,7,CHIAPAS,HOMICIDIOS,DOLOSOS,OTROS,72,59,54,64,49,35,47,43,55,47,40,61
2003,7,CHIAPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2003,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,19,9,14,17,20,22,18,13,18,13,17,11
2003,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,10,2,5,4,4,9,6,8,4,6,10,2
2003,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,OTROS,5,9,11,9,7,5,5,7,5,7,5,2
2003,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,SIN DATOS,11,20,10,8,13,10,9,5,11,13,13,10
2003,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,35,34,43,37,23,33,37,29,35,37,29,26
2003,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,11,15,15,10,10,12,11,12,9,11,9,8
2003,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,OTROS,19,19,18,15,14,11,14,11,11,23,15,14
2003,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2003,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,3,1,1,7,3,1,0,1,2,1,0,3
2003,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,7,11,9,12,2,4,6,2,7,5,5
2003,10,DURANGO,HOMICIDIOS,DOLOSOS,OTROS,0,23,15,1,5,0,7,3,3,1,3,2
2003,10,DURANGO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,2,24,5,5,4,3,3,2,5
2003,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,7,10,4,7,8,9,2,5,5,7,11,13
2003,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,4,5,6,2,3,3,3,5,4,5,4
2003,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,OTROS,6,6,8,6,12,10,7,7,9,2,2,2
2003,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2003,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,39,29,43,46,34,42,49,38,35,33,45,28
2003,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,6,9,11,8,11,6,11,14,12,5,11,15
2003,12,GUERRERO,HOMICIDIOS,DOLOSOS,OTROS,0,6,5,23,23,25,14,16,15,11,18,8
2003,12,GUERRERO,HOMICIDIOS,DOLOSOS,SIN DATOS,24,4,0,9,17,5,1,2,1,0,1,0
2003,13,HIDALGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,3,5,5,4,0,4,7,2,4,4,6
2003,13,HIDALGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,3,1,2,0,1,0,0,0,2,2,2
2003,13,HIDALGO,HOMICIDIOS,DOLOSOS,OTROS,5,3,2,4,3,6,3,7,6,3,6,0
2003,13,HIDALGO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2003,14,JALISCO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2003,14,JALISCO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2003,14,JALISCO,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2003,14,JALISCO,HOMICIDIOS,DOLOSOS,SIN DATOS,37,35,38,30,35,37,41,37,27,34,35,38
2003,15,MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2003,15,MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2003,15,MEXICO,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2003,15,MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,228,241,218,235,212,224,213,246,221,254,249,200
2003,16,MICHOACAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,19,11,24,27,29,20,20,32,32,27,27,26
2003,16,MICHOACAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,5,4,3,0,1,5,3,2,9,5,6,6
2003,16,MICHOACAN,HOMICIDIOS,DOLOSOS,OTROS,9,10,17,9,15,12,12,0,2,5,2,4
2003,16,MICHOACAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2003,17,MORELOS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,4,0,3,2,3,6,3,3,4,4,7,3
2003,17,MORELOS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,1,0,2,1,0,2,1,0,2,0,0
2003,17,MORELOS,HOMICIDIOS,DOLOSOS,OTROS,12,4,18,5,12,8,13,15,16,6,3,9
2003,17,MORELOS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2003,18,NAYARIT,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,5,1,4,4,3,5,2,3,4,4,6,8
2003,18,NAYARIT,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,6,0,0,0,1,1,2,1,4,0,2,1
2003,18,NAYARIT,HOMICIDIOS,DOLOSOS,OTROS,1,0,0,2,1,1,0,0,0,0,0,0
2003,18,NAYARIT,HOMICIDIOS,DOLOSOS,SIN DATOS,1,1,2,2,1,3,1,3,4,1,2,2
2003,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,2,9,3,3,8,2,5,7,7,1,4
2003,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,1,2,4,3,4,3,1,4,2,4,2
2003,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,OTROS,1,8,7,4,7,5,4,1,2,4,4,1
2003,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2003,20,OAXACA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
